id,species,genotype,site,subsystem,tank,rack,qty
,OF,OF1005,Mote Summerland,All Summerland,A4,R1201,42
,OF,OF999,Mote Summerland,All Summerland,A4,R1107,41
,OF,OF977,Mote Summerland,All Summerland,E6,R397,41
,INTERSEPTA,SI12,Mote Summerland,All Summerland,C4,R1348,41
,MC,MC127,Mote Summerland,All Summerland,B1,R1615,41
,DL,DL4,Mote Summerland,All Summerland,E4,R1576,41
,PC,PC59,Mote Summerland,All Summerland,E3,R1866,41
,OF,OF697,Mote Summerland,All Summerland,E5,R263,41
,OF,OF668,Mote Summerland,All Summerland,D2,R1600,41
,MC,MC74,Mote Looe Key [In Situ],,,MC-72,41
,PC,PC23,Mote Looe Key [In Situ],,,PC-23,41
,MC,MC74,Mote Looe Key [In Situ],,,MC-74,41
,PS,PS32,Mote Summerland,All Summerland,A1,R1116,41
,OF,OF989,Mote Summerland,All Summerland,Q2,R1275,40
,INTERSEPTA,SI11,Mote Summerland,All Summerland,C4,R987,40
,OF,OF1004,Mote Summerland,All Summerland,E4,R205,40
,PC,PC54,Mote Summerland,All Summerland,D5,R170,40
,OF,OF995,Mote Summerland,All Summerland,F7,R651,40
,AC,AC2503,Mote Looe Key [In Situ],,,CU-007,40
,PS,PS14,Mote Looe Key [In Situ],,,PS-14,40
,PS,PS21,Mote Looe Key [In Situ],,,PS-21,40
,PS,PS37,Mote Looe Key [In Situ],,,PS MIX3,40
,AC,AC2631,Mote Looe Key [In Situ],,,RD-6,40
,AC,AC2634,Mote Looe Key [In Situ],,,RD-14,40
,DL,DL15,Mote Looe Key [In Situ],,,DL MIX1,40
,AC,AC57,Mote Looe Key [In Situ],,,,40
,PC,PC36,Mote Looe Key [In Situ],,,PC-36,40
,AC,AC51,Mote Key Largo [In Situ],,,Blue29,40
,OF,OF1043,Mote Summerland,All Summerland,E5,R1482,40
,PC,PC54,Mote Summerland,All Summerland,F4,R357,40
,PA,PA413,Mote Summerland,All Summerland,A2,R1395,40
,AC,AC62,Mote Key Largo [In Situ],,,Red01,40
,AC,AC62,Mote Key Largo [In Situ],,,Red02,40
,AC,AC75,Mote Key Largo [In Situ],,,Red04,40
,MC,MC97,Mote Key Largo [In Situ],,,Red04,40
,AC,AC5,Mote Key Largo [In Situ],,,Red07,40
,AC,AC47,Mote Key Largo [In Situ],,,Red08,40
,AC,AC51,Mote Key Largo [In Situ],,,Red09,40
,AC,AC58,Mote Key Largo [In Situ],,,Red10,40
,MC,MC97,Mote Key Largo [In Situ],,,Blue94,40
,AC,AC75,Mote Key Largo [In Situ],,,Blue04,40
,AC,AC5,Mote Key Largo [In Situ],,,Blue07,40
,AC,AC47,Mote Key Largo [In Situ],,,Blue18,40
,OF,OF1004,Mote Summerland,All Summerland,B3,R803,39
,OF,OF979,Mote Summerland,All Summerland,C2,R1212,39
,DL,DL3,Mote Summerland,All Summerland,B1,R1428,39
,PS,PS6,Mote Summerland,All Summerland,A1,R727,39
,DS,DS6,Mote Summerland,All Summerland,A1,R219,39
,OF,OF457,Mote Summerland,All Summerland,A1,R1757,39
,CN,CN12,Mote Looe Key [In Situ],,,CN-12,39
,PD,PD?,Mote Summerland,All Summerland,C1,R483,39
,OF,OF987,Mote Summerland,All Summerland,F1,R719,39
,OF,OF995,Mote Summerland,All Summerland,Q2,R1810,39
,PA,PA418,Mote Summerland,All Summerland,A2,R893,39
,AC,AC2,Mote Key Largo [In Situ],,,Red04,39
,AC,AC2,Mote Key Largo [In Situ],,,Blue34,39
,OF,OF985,Mote Summerland,All Summerland,A4,R710,39
,OF,OF100,Mote Summerland,All Summerland,F1,R619,38
,OF,OF1004,Mote Summerland,All Summerland,D4,R1346,38
,PC,PC13,Mote Summerland,All Summerland,C3,R298,38
,OF,OF988,Mote Summerland,All Summerland,F9,R1407,38
,OF,OF994,Mote Summerland,All Summerland,B6,R343,38
,MC,MC127,Mote Summerland,All Summerland,B2,R940,38
,INTERSEPTA,SI11,Mote Summerland,All Summerland,C5,R18,38
,AC,AC76,Mote Key Largo [In Situ],,,Red06,38
,AC,AC76,Mote Key Largo [In Situ],,,Blue26,38
,PS,PS31,Mote Summerland,All Summerland,B6,R1174,37
,OF,OF97,Mote Summerland,All Summerland,E4,R1387,37
,DS,DS13,Mote Summerland,All Summerland,D2,R1652,37
,DL,DL181,Mote Summerland,All Summerland,D1,R926,37
,MC,MC1,Mote Summerland,All Summerland,B5,R1040,37
,PS,PS15,Mote Summerland,All Summerland,B2,R1219,37
,DL,DL5,Mote Summerland,All Summerland,B1,R286,37
,OF,OF1004,Mote Summerland,All Summerland,C2,R1274,36
,PC,PC19,Mote Summerland,All Summerland,F7,R904,36
,ASTREOIDES,PA130,Mote Summerland,All Summerland,C4,R748,36
,PC,PC42,Mote Summerland,All Summerland,F3,R1271,36
,PC,PC16,Mote Summerland,All Summerland,E3,R1402,36
,DL,DL216,Mote Summerland,All Summerland,D1,R1597,36
,PC,PC61,Mote Summerland,All Summerland,A6,R1607,36
,SIDEREA,SS56,Mote Summerland,All Summerland,C2,ISLA270,36
,PS,PS3,Mote Looe Key [In Situ],,,PS-3,36
,DL,DL1,Mote Looe Key [In Situ],,,DL-1,36
,AC,AC46,Mote Looe Key [In Situ],,,46,36
,DL,DL191,Mote Summerland,All Summerland,A5,R1321,36
,DL,DL3,Mote Summerland,All Summerland,B2,R1839,36
,PS,PS20,Mote Summerland,All Summerland,B1,R1980,36
,OF,OF979,Mote Summerland,All Summerland,F1,R1280,35
,OF,OF980,Mote Summerland,All Summerland,E6,R1031,35
,OF,OF1002,Mote Summerland,All Summerland,F3,R1052,35
,OF,OF1035,Mote Looe Key [In Situ],,default,R1239,35
,OF,OF980,Mote Summerland,All Summerland,D6,R2015,35
,DL,DL188,Mote Summerland,All Summerland,F1,R1935,35
,INTERSEPTA,SI76,Mote Summerland,All Summerland,C3,R1224,35
,OF,OF1035,Mote Looe Key [In Situ],,default,R1729,35
,DL,DL177,Mote Summerland,All Summerland,F1,R1829,35
,DL,DL2,Mote Looe Key [In Situ],,,DL-2,35
,CN,CN11,Mote Looe Key [In Situ],,,CN-11,35
,MC,MC1,Mote Summerland,All Summerland,B2,R1611,35
,SIDEREA,SS463,Mote Looe Key [In Situ],,default,R1616,35
,AC,AC31,Mote Key Largo [In Situ],,,Red07,35
,AC,AC31,Mote Key Largo [In Situ],,,Blue37,35
,PS,PS7,Mote Islamorada [In Situ],,Unassigned,R263,35
,OF,OF987,Mote Summerland,All Summerland,C4,R927,34
,OF,OF976,Mote Looe Key [In Situ],,default,R738,34
,OF,OF96,Mote Summerland,All Summerland,E1,R1550,34
,OF,OF1040,Mote Islamorada [In Situ],,Unassigned,R109,34
,INTERSEPTA,SI58,Mote Summerland,All Summerland,D1,R885,34
,PS,PS15,Mote Islamorada [In Situ],,Unassigned,R221,34
,DL,DL175,Mote Summerland,All Summerland,F6,R603,34
,FRANKSI,OK1,Mote Summerland,All Summerland,A6,R1596,34
,DL,DL180,Mote Summerland,All Summerland,C2,R1156,34
,DL,DL257,Mote Looe Key [In Situ],,,DL MIX2,34
,OF,OF987,Mote Summerland,All Summerland,C1,R879,34
,OF,OF1022,Mote Islamorada [In Situ],,Unassigned,R1,34
,PS,PS7,Mote Islamorada [In Situ],,Unassigned,R47,34
,RADIANS,SR188,Mote Looe Key [In Situ],,default,R1725,34
,SIDEREA,SS85,Mote Looe Key [In Situ],,default,ISLA119,34
,OF,OF1022,Mote Islamorada [In Situ],,,Red81,34
,OF,OF928,Mote Islamorada [In Situ],,Unassigned,R72,34
,PA,PA404,Mote Summerland,All Summerland,A2,R74,34
,PA,PA415,Mote Summerland,All Summerland,A2,R946,34
,PS,PS7,Mote Islamorada [In Situ],,Unassigned,R2,34
,OF,OF934,Mote Islamorada [In Situ],,Unassigned,R2,34
,PS,PS7,Mote Islamorada [In Situ],,Unassigned,R264,34
,OF,OF1008,Mote Islamorada [In Situ],,Unassigned,R292,34
,OF,OF934,Mote Islamorada [In Situ],,Unassigned,R3,34
,AC,AC56,Mote Islamorada [In Situ],,,Red09,34
,PS,PS15,Mote Islamorada [In Situ],,,Red81,34
,OF,OF930,Mote Islamorada [In Situ],,Unassigned,R18,34
,OF,OF1015-B,Mote Islamorada [In Situ],,Unassigned,R74,34
,OF,OF953,Mote Islamorada [In Situ],,Unassigned,R203,34
,OF,OF3,Mote Summerland,,Unassigned,R708,33
,INTERSEPTA,SI80,Mote Summerland,All Summerland,C1,R443,33
,RADIANS,SR188,Mote Looe Key [In Situ],,default,R850,33
,INTERSEPTA,SI76,Mote Looe Key [In Situ],,default,R275,33
,INTERSEPTA,SI76,Mote Looe Key [In Situ],,default,R888,33
,INTERSEPTA,SI76,Mote Looe Key [In Situ],,default,R1315,33
,MC,MC202,Mote Islamorada [In Situ],,Unassigned,R184,33
,INTERSEPTA,SI76,Mote Looe Key [In Situ],,default,R988,33
,OF,OF988,Mote Summerland,All Summerland,A1,R1832,33
,MC,MC72,Mote Summerland,All Summerland,B5,R272,33
,OF,OF3,Mote Summerland,All Summerland,B5,R1638,33
,OF,OF694,Mote Summerland,All Summerland,B2,R1078,33
,DL,DL2,Mote Summerland,All Summerland,B6,R1522,33
,SIDEREA,SS463,Mote Looe Key [In Situ],,default,R1852,33
,SIDEREA,SS463,Mote Looe Key [In Situ],,default,R2009,33
,SIDEREA,SS86,Mote Looe Key [In Situ],,default,ISLA5,33
,PS,PS7,Mote Islamorada [In Situ],,Unassigned,R185,33
,AC,AC6,Mote Key Largo [In Situ],,,Red04,33
,PS,PS14,Mote Key Largo [In Situ],,,Red04,33
,AC,AC6,Mote Key Largo [In Situ],,,Blue24,33
,MC,MC202,Mote Islamorada [In Situ],,,Red82,33
,OF,OF928,Mote Islamorada [In Situ],,,Red94,33
,OF,OF956,Mote Islamorada [In Situ],,Unassigned,R292,33
,OF,OF956,Mote Islamorada [In Situ],,Unassigned,R306,33
,OF,OF930,Mote Islamorada [In Situ],,Unassigned,R52,33
,OF,OF982,Mote Summerland,All Summerland,B3,R1024,32
,OF,OF1004,Mote Summerland,All Summerland,C2,R560,32
,OF,OF697,Mote Summerland,All Summerland,E5,R823,32
,DL,DL173,Mote Summerland,All Summerland,E6,R1124,32
,OF,OF1004,Mote Summerland,All Summerland,D4,R992,32
,PS,PS5,Mote Looe Key [In Situ],,,PS MIX1,32
,PS,PS3,Mote Summerland,All Summerland,A5,R1771,32
,OF,OF994,Mote Summerland,All Summerland,F5,R1437,32
,DL,DL9,Mote Summerland,All Summerland,C1,R2020,32
,OF,OF950,Mote Islamorada [In Situ],,Unassigned,R1,32
,SIDEREA,SS463,Mote Looe Key [In Situ],,default,R1650,32
,OF,OF950,Mote Islamorada [In Situ],,,Red83,32
,PA,PA407,Mote Summerland,All Summerland,A2,R2009,32
,PC,PC24,Mote Key Largo [In Situ],,,Red02,32
,PC,PC24,Mote Key Largo [In Situ],,,Blue92,32
,AC,AC50,Mote Islamorada [In Situ],,,Red08,32
,OF,OF1040,Mote Islamorada [In Situ],,,Red82,32
,OF,OF956,Mote Islamorada [In Situ],,Unassigned,R164,32
,OF,OF671,Mote Summerland,All Summerland,D5,R487,31
,DL,DL207,Mote Summerland,All Summerland,D2,R122,31
,OF,OF941,Mote Islamorada [In Situ],,Unassigned,R318,31
,ASTREOIDES,PA26,Mote Summerland,All Summerland,C3,R1421,31
,DL,DL182,Mote Summerland,All Summerland,F1,R2022,31
,MC,MC63,Mote Summerland,All Summerland,F1,R179,31
,DL,DL206,Mote Summerland,All Summerland,Q9,R1112,31
,MC,MC93,Mote Looe Key [In Situ],,,MC MIX3,31
,DL,DL22,Mote Looe Key [In Situ],,,DL-22,31
,PS,PS3,Mote Summerland,All Summerland,B5,R1585,31
,RADIANS,SR188,Mote Looe Key [In Situ],,default,R1249,31
,PS,PS6,Mote Summerland,All Summerland,B1,R1307,31
,OF,OF976,Mote Looe Key [In Situ],,default,R796,31
,MC,MC60,Mote Summerland,All Summerland,F3,R468,30
,INTERSEPTA,SI7,Mote Summerland,All Summerland,F4,R340,30
,OF,OF1004,Mote Summerland,All Summerland,E1,R1198,30
,PC,PC16,Mote Summerland,All Summerland,C3,R437,30
,CN,CN21,Mote Summerland,All Summerland,F7,R1435,30
,OF,OF990,Mote Summerland,All Summerland,F7,R1438,30
,OF,OF671,Mote Summerland,All Summerland,F7,R1391,30
,MC,MC106,Mote Summerland,All Summerland,A2,R1433,30
,OF,OF979,Mote Summerland,All Summerland,E4,R1176,30
,DL,DL203,Mote Summerland,All Summerland,C4,R25,30
,PD,PD?,Mote Summerland,All Summerland,G9,R1012,30
,OF,OF3,Mote Summerland,All Summerland,D1,R949,30
,MC,MC211,Mote Summerland,All Summerland,D5,R1344,30
,DL,DL208,Mote Summerland,All Summerland,A6,R1598,30
,INTERSEPTA,SI13,Mote Summerland,All Summerland,C3,R1002,30
,AC,AC2522,Mote Looe Key [In Situ],,,CU-053,30
,AC,AC2539,Mote Looe Key [In Situ],,,CL-123,30
,AC,AC2534,Mote Looe Key [In Situ],,,CU-103,30
,AC,AC2533,Mote Looe Key [In Situ],,,CU-100,30
,AC,AC2618,Mote Looe Key [In Situ],,,NB-8a,30
,AC,AC2612,Mote Looe Key [In Situ],,,NB-20,30
,DL,DL11,Mote Summerland,All Summerland,A5,R491,30
,MC,MC205,Mote Islamorada [In Situ],,Unassigned,R198,30
,OF,OF1031,Mote Islamorada [In Situ],,Unassigned,R148,30
,DL,DL215,Mote Summerland,All Summerland,F4,R386,30
,DL,DL269,Mote Islamorada [In Situ],,Unassigned,R269,30
,MC,MC205,Mote Islamorada [In Situ],,,Red83,30
,MC,MC125,Mote Key Largo [In Situ],,,Red03,30
,MC,MC125,Mote Key Largo [In Situ],,,Red03,30
,OF,OF947,Mote Islamorada [In Situ],,Unassigned,R203,30
,OF,OF934,Mote Islamorada [In Situ],,Unassigned,R221,30
,OF,OF934,Mote Islamorada [In Situ],,Unassigned,R303,30
,OF,OF954,Mote Islamorada [In Situ],,Unassigned,R2,30
,AC,AC7,Mote Islamorada [In Situ],,,Red15,30
,DL,DL269,Mote Islamorada [In Situ],,,Red81,30
,OF,OF954,Mote Islamorada [In Situ],,,Red84,30
,OF,OF1009,Mote Islamorada [In Situ],,Unassigned,R239,30
,OF,OF988,Mote Summerland,All Summerland,F5,R989,29
,MC,MC108,Mote Looe Key [In Situ],,default,R175,29
,PD,PD?,Mote Summerland,All Summerland,G9,R1342,29
,MC,MC62,Mote Summerland,All Summerland,D2,R1704,29
,MC,MC203,Mote Looe Key [In Situ],,default,R74,29
,OF,OF183,Mote Looe Key [In Situ],,,OF-183,29
,PC,PC57,Mote Summerland,All Summerland,B5,R966,29
,RADIANS,SR189,Mote Looe Key [In Situ],,default,R1614,29
,INTERSEPTA,SI79,Mote Looe Key [In Situ],,default,R1615,29
,RADIANS,SR190,Mote Looe Key [In Situ],,default,R1756,29
,MC,MC108,Mote Looe Key [In Situ],,default,R1238,29
,OF,OF1008,Mote Islamorada [In Situ],,Unassigned,R18,29
,OF,OF934,Mote Islamorada [In Situ],,Unassigned,R211,29
,OF,OF947,Mote Islamorada [In Situ],,Unassigned,R306,29
,OF,OF1008,Mote Islamorada [In Situ],,Unassigned,R309,29
,OF,OF927,Mote Islamorada [In Situ],,Unassigned,R125,29
,OF,OF1016,Mote Islamorada [In Situ],,Unassigned,R148,29
,OF,OF1015,Mote Islamorada [In Situ],,Unassigned,R180,29
,OF,OF1016,Mote Islamorada [In Situ],,Unassigned,R253,29
,OF,OF1009,Mote Islamorada [In Situ],,Unassigned,R268,29
,OF,OF1016,Mote Islamorada [In Situ],,Unassigned,R295,29
,OF,OF990,Mote Summerland,All Summerland,C6,R934,28
,OF,OF1004,Mote Looe Key [In Situ],,default,R387,28
,MC,MC108,Mote Looe Key [In Situ],,default,R573,28
,INTERSEPTA,SI11,Mote Summerland,All Summerland,C1,R2,28
,PC,PC15,Mote Summerland,All Summerland,E5,R889,28
,PS,PS44,Mote Summerland,All Summerland,F4,R1669,28
,DL,DL196,Mote Summerland,All Summerland,D2,R1641,28
,RADIANS,SR258,Mote Summerland,All Summerland,D2,R1620,28
,OF,OF773,Mote Summerland,All Summerland,A6,R1646,28
,SIDEREA,SS463,Mote Looe Key [In Situ],,default,R845,28
,SIDEREA,SS23,Mote Summerland,All Summerland,D5,R1445,28
,AC,AC89,Mote Looe Key [In Situ],,,89,28
,AC,AC90,Mote Looe Key [In Situ],,,90,28
,PS,PS6,Mote Summerland,All Summerland,A5,R922,28
,PS,PS12,Mote Summerland,All Summerland,A5,R1120,28
,CN,CN8,Mote Looe Key [In Situ],,,CN MIX1,28
,OF,OF990,Mote Summerland,All Summerland,C6,R1333,28
,SIDEREA,SS463,Mote Summerland,All Summerland,D4,R1661,28
,DL,DL178,Mote Summerland,All Summerland,B6,R1586,28
,MC,MC107,Mote Summerland,All Summerland,F3,R1021,28
,DL,DL257,Mote Summerland,All Summerland,F6,R117,28
,MC,MC203,Mote Looe Key [In Situ],,default,R1949,28
,MC,MC203,Mote Looe Key [In Situ],,default,R1979,28
,MC,MC108,Mote Looe Key [In Situ],,default,R1262,28
,MC,MC108,Mote Looe Key [In Situ],,default,R1377,28
,DL,DL1,Mote Summerland,All Summerland,A2,R1144,28
,PA,PA405,Mote Summerland,All Summerland,A2,R74,28
,OF,OF1042,Mote Summerland,All Summerland,A4,R1670,28
,AC,AC62,Mote Key Largo [In Situ],,,Red01,28
,AC,AC62,Mote Key Largo [In Situ],,,Red02,28
,OF,OF1031,Mote Islamorada [In Situ],,,Red81,28
,OF,OF1015,Mote Islamorada [In Situ],,Unassigned,R129,28
,OF,OF1016,Mote Islamorada [In Situ],,Unassigned,R270,28
,OF,OF980,Mote Summerland,All Summerland,Q2,R120,27
,DL,DL8,Mote Summerland,All Summerland,E4,R1345,27
,OF,OF981,Mote Summerland,All Summerland,D4,R1164,27
,MC,MC108,Mote Looe Key [In Situ],,default,R575,27
,PS,PS2,Mote Summerland,All Summerland,D4,R1138,27
,OF,OF978,Mote Summerland,All Summerland,F1,R853,27
,MC,MC3,Mote Looe Key [In Situ],,,MC-3,27
,OF,OF186,Mote Looe Key [In Situ],,,OF-186,27
,OA,OA10,Mote Looe Key [In Situ],,,OA MIX1,27
,SIDEREA,SS463,Mote Looe Key [In Situ],,default,R1520,27
,OF,OF1027,Mote Islamorada [In Situ],,Unassigned,R64,27
,OF,OF697,Mote Summerland,All Summerland,B2,R1078,27
,INTERSEPTA,SI79,Mote Looe Key [In Situ],,default,R1981,27
,OF,OF976,Mote Looe Key [In Situ],,default,R1023,27
,OF,OF977,Mote Summerland,All Summerland,D6,R1104,26
,MC,MC107,Mote Summerland,All Summerland,B1,R1846,26
,PC,PC44,Mote Summerland,All Summerland,F1,R853,26
,OF,OF977,Mote Looe Key [In Situ],,default,R131,26
,OF,OF940,Mote Islamorada [In Situ],,Unassigned,R321,26
,SIDEREA,SS160,Mote Looe Key [In Situ],,default,R1485,26
,PC,PC19,Mote Summerland,All Summerland,F4,R340,26
,AC,AC2639,Mote Looe Key [In Situ],,,RD-33,26
,DL,DL16,Mote Looe Key [In Situ],,,DL MIX1,26
,OF,OF993,Mote Summerland,All Summerland,F5,R1125,26
,PS,PS32,Mote Summerland,All Summerland,B1,R1022,26
,DL,DL154,Mote Summerland,All Summerland,B1,R152,26
,PC,PC27,Mote Key Largo [In Situ],,,Red03,26
,PC,PC27,Mote Key Largo [In Situ],,,Red03,26
,PS,PS17,Mote Summerland,All Summerland,A4,R948,26
,CN,CN18,Mote Summerland,All Summerland,F7,R1920,25
,OF,OF980,Mote Summerland,All Summerland,B3,R1601,25
,ASTREOIDES,PA56,Mote Summerland,All Summerland,G4,R1268,25
,MC,MC115,Mote Islamorada [In Situ],,Unassigned,R442,25
,OF,OF934,Mote Islamorada [In Situ],,Unassigned,R313,25
,PS,PS42,Mote Summerland,All Summerland,C1,R955,25
,MC,MC205,Mote Summerland,All Summerland,F1,R1685,25
,MC,MC63,Mote Looe Key [In Situ],,,MC MIX3,25
,PS,PS8,Mote Looe Key [In Situ],,,PS-8,25
,AC,AC13,Mote Looe Key [In Situ],,,13,25
,AC,AC7,Mote Looe Key [In Situ],,,7,25
,DL,DL18,Mote Looe Key [In Situ],,,DL MIX1,25
,OF,OF1034,Mote Islamorada [In Situ],,Unassigned,R56,25
,PS,PS10,Mote Summerland,All Summerland,A4,R948,25
,AC,AC70,Mote Key Largo [In Situ],,,Red06,25
,AC,AC70,Mote Key Largo [In Situ],,,Blue16,25
,OF,OF951,Mote Islamorada [In Situ],,Unassigned,R284,24
,OF,OF951,Mote Islamorada [In Situ],,Unassigned,R465,24
,OF,OF1009,Mote Islamorada [In Situ],,Unassigned,R287,24
,OF,OF1013,Mote Islamorada [In Situ],,Unassigned,R281,24
,OF,OF957,Mote Islamorada [In Situ],,Unassigned,R433,24
,OF,OF954,Mote Islamorada [In Situ],,Unassigned,R439,24
,MC,MC120,Mote Islamorada [In Situ],,Unassigned,R441,24
,OF,OF957,Mote Islamorada [In Situ],,Unassigned,R443,24
,PS,PS7,Mote Islamorada [In Situ],,Unassigned,R445,24
,PS,PS1,Mote Summerland,All Summerland,B2,R369,24
,OF,OF942,Mote Islamorada [In Situ],,Unassigned,R315,24
,OF,OF957,Mote Islamorada [In Situ],,Unassigned,R509,24
,OF,OF951,Mote Islamorada [In Situ],,Unassigned,R510,24
,OF,OF940,Mote Islamorada [In Situ],,Unassigned,R512,24
,SIDEREA,SS160,Mote Looe Key [In Situ],,default,R894,24
,DL,DL165,Mote Summerland,All Summerland,F4,R1531,24
,CN,CN19,Mote Summerland,All Summerland,F3,R1371,24
,PS,PS20,Mote Summerland,All Summerland,B5,R1585,24
,DL,DL270,Mote Summerland,All Summerland,F8,R1606,24
,PC,PC61,Mote Summerland,All Summerland,F8,R1640,24
,SIDEREA,SS87,Mote Summerland,All Summerland,F8,R1801,24
,SIDEREA,SS87,Mote Summerland,All Summerland,F8,R1803,24
,SIDEREA,SS87,Mote Summerland,All Summerland,F8,R1778,24
,SIDEREA,SS87,Mote Summerland,All Summerland,F8,R1977,24
,MC,MC203,Mote Summerland,All Summerland,F8,R2031,24
,MC,MC203,Mote Summerland,All Summerland,F8,R1868,24
,MC,MC203,Mote Summerland,All Summerland,F8,R1577,24
,MC,MC203,Mote Summerland,All Summerland,F8,R1594,24
,DL,DL223,Mote Summerland,All Summerland,B6,R941,24
,CN,CN29,Mote Summerland,All Summerland,F10,R1213,24
,CN,CN75,Mote Summerland,All Summerland,F10,R1360,24
,CN,CN75,Mote Summerland,All Summerland,F10,R1659,24
,CN,CN75,Mote Summerland,All Summerland,F10,R1667,24
,CN,CN49,Mote Summerland,All Summerland,F10,R958,24
,CN,CN49,Mote Summerland,All Summerland,F10,R1651,24
,CN,CN49,Mote Summerland,All Summerland,F10,R1595,24
,CN,CN30,Mote Summerland,All Summerland,F10,R1833,24
,CN,CN30,Mote Summerland,All Summerland,F10,R1985,24
,CN,CN30,Mote Summerland,All Summerland,F10,R1605,24
,PC,PC25,Mote Islamorada [In Situ],,Unassigned,R300,24
,MC,MC203,Mote Looe Key [In Situ],,default,R1945,24
,OF,OF977,Mote Looe Key [In Situ],,default,R158,24
,PC,PC25,Mote Islamorada [In Situ],,,Red83,24
,OF,OF1009,Mote Islamorada [In Situ],,Unassigned,R283,23
,OF,OF1004,Mote Summerland,All Summerland,F1,R1290,23
,OF,OF981,Mote Summerland,All Summerland,E3,R938,23
,OF,OF995,Mote Looe Key [In Situ],,default,R384,23
,OF,OF957,Mote Islamorada [In Situ],,Unassigned,R316,23
,OF,OF15,Mote Summerland,All Summerland,E3,R1806,23
,PC,PC60,Mote Summerland,All Summerland,F4,R1669,23
,PS,PS5,Mote Summerland,All Summerland,F4,R386,23
,OF,OF1,Mote Looe Key [In Situ],,,OF-1,23
,INTERSEPTA,SI8,Mote Summerland,All Summerland,F4,R1448,23
,PC,PC61,Mote Summerland,All Summerland,F8,R1452,23
,PS,PS15,Mote Summerland,All Summerland,B5,R1638,23
,PS,PS3,Mote Summerland,All Summerland,B1,R1614,23
,OF,OF976,Mote Looe Key [In Situ],,default,R1123,23
,SIDEREA,SS160,Mote Looe Key [In Situ],,default,R1,23
,MC,MC1,Mote Summerland,All Summerland,A4,R1670,23
,AC,AC50,Mote Key Largo [In Situ],,,Red03,23
,AC,AC75,Mote Key Largo [In Situ],,,Red04,23
,AC,AC75,Mote Key Largo [In Situ],,,Blue04,23
,OF,OF953,Mote Islamorada [In Situ],,Unassigned,R285,22
,OF,OF991,Mote Summerland,All Summerland,C2,R1293,22
,OF,OF1012,Mote Islamorada [In Situ],,Unassigned,R470,22
,OF,OF956,Mote Islamorada [In Situ],,Unassigned,R438,22
,MC,MC90,Mote Islamorada [In Situ],,Unassigned,R440,22
,OF,OF976,Mote Looe Key [In Situ],,default,R785,22
,OF,OF956,Mote Islamorada [In Situ],,Unassigned,R319,22
,OF,OF328,Mote Summerland,All Summerland,F7,R739,22
,DL,DL12,Mote Summerland,All Summerland,C1,R2027,22
,SIDEREA,SS95,Mote Summerland,All Summerland,C1,R1439,22
,DL,DL174,Mote Summerland,All Summerland,D1,R142,22
,FRANKSI,OK2,Mote Summerland,All Summerland,D1,R251,22
,OF,OF688,Mote Summerland,All Summerland,F5,R1390,22
,AC,AC79,Mote Looe Key [In Situ],,,79,22
,CN,CN14,Mote Summerland,All Summerland,F7,R1177,22
,INTERSEPTA,SI9,Mote Summerland,All Summerland,F4,R1515,22
,MC,MC127,Mote Looe Key [In Situ],,default,R1220,22
,PS,PS15,Mote Summerland,All Summerland,A2,R1981,22
,PA,PA412,Mote Summerland,All Summerland,A2,R1395,22
,SB,SB13,Mote Summerland,All Summerland,A4,R1107,22
,PC,PC22,Mote Islamorada [In Situ],,Unassigned,R468,21
,CN,CN21,Mote Summerland,All Summerland,F5,R1202,21
,ASTREOIDES,PA47,Mote Summerland,All Summerland,H6,R356,21
,OF,OF984,Mote Summerland,All Summerland,Q7,R813,21
,OF,OF1009,Mote Islamorada [In Situ],,Unassigned,R469,21
,OF,OF1008,Mote Islamorada [In Situ],,Unassigned,R471,21
,OF,OF61,Mote Summerland,All Summerland,D2,R1604,21
,PC,PC55,Mote Summerland,All Summerland,D3,R1490,21
,,OF,Mote Summerland,All Summerland,F7,R28,21
,SIDEREA,SS90,Mote Summerland,All Summerland,C1,R891,21
,OF,OF99,Mote Summerland,All Summerland,C6,R877,21
,DL,DL168,Mote Summerland,All Summerland,F1,R1928,21
,AC,AC2513,Mote Looe Key [In Situ],,,CU-034,21
,MC,MC53,Mote Looe Key [In Situ],,,MC MIX2,21
,DL,DL169,Mote Summerland,All Summerland,F1,R1829,21
,AC,AC5,Mote Islamorada [In Situ],,,Red14,21
,OF,OF987,Mote Looe Key [In Situ],,default,R1053,21
,PA,PA417,Mote Summerland,All Summerland,A2,R197,21
,DL,DL12,Mote Summerland,All Summerland,A4,R931,21
,AC,AC47,Mote Key Largo [In Situ],,,Red08,21
,AC,AC47,Mote Key Largo [In Situ],,,Blue18,21
,OF,OF1027,Mote Islamorada [In Situ],,,Red83,21
,SIDEREA,SS30,Mote Summerland,All Summerland,F3,R318,20
,ASTREOIDES,PA86,Mote Summerland,All Summerland,C4,R343,20
,MC,MC91,Mote Islamorada [In Situ],,Unassigned,R446,20
,PS,PS7,Mote Islamorada [In Situ],,Unassigned,R448,20
,OF,OF98,Mote Summerland,All Summerland,D5,R701,20
,CN,CN67,Mote Summerland,All Summerland,H3,ISLA276,20
,PS,PS42,Mote Summerland,All Summerland,H4,R249,20
,OF,OF996,Mote Summerland,All Summerland,F7,R651,20
,PC,PC27,Mote Key Largo [In Situ],,Unassigned,R164,20
,PC,PC26,Mote Key Largo [In Situ],,Unassigned,R167,20
